[2026-08-08T15:10:37.535Z] {"timestamp":1786201836000,"kind":"navigate","url":"http://localhost:3001/login","viewport":{"width":846,"height":382},"payload":{"reason":"pushState"}}
[2026-08-08T15:12:47.046Z] {"timestamp":1786201967036,"kind":"click","url":"http://localhost:3001/","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"svg","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\BottomNav.tsx:35","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\components\\BottomNav.tsx:35\"]"},"x":298,"y":350}}
[2026-08-08T15:12:48.098Z] {"timestamp":1786201967979,"kind":"focusin","url":"http://localhost:3001/accounts","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"a","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\BottomNav.tsx:26","href":"/payments","text":"Paiements","selectorHint":"[data-loc=\"client\\src\\components\\BottomNav.tsx:26\"]"}}}
[2026-08-08T15:12:48.098Z] {"timestamp":1786201968091,"kind":"click","url":"http://localhost:3001/accounts","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"a","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\BottomNav.tsx:26","href":"/payments","text":"Paiements","selectorHint":"[data-loc=\"client\\src\\components\\BottomNav.tsx:26\"]"},"x":369,"y":343}}
[2026-08-08T15:12:49.344Z] {"timestamp":1786201969253,"kind":"focusin","url":"http://localhost:3001/payments","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"a","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\BottomNav.tsx:26","href":"/","text":"Accueil","selectorHint":"[data-loc=\"client\\src\\components\\BottomNav.tsx:26\"]"}}}
[2026-08-08T15:12:49.344Z] {"timestamp":1786201969308,"kind":"click","url":"http://localhost:3001/payments","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"svg","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\BottomNav.tsx:35","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\components\\BottomNav.tsx:35\"]"},"x":212,"y":347}}
[2026-08-08T15:12:51.490Z] {"timestamp":1786201970696,"kind":"scroll","url":"http://localhost:3001/","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":1,"documentHeight":1000,"viewportHeight":382}}
[2026-08-08T15:12:51.490Z] {"timestamp":1786201971206,"kind":"scroll","url":"http://localhost:3001/","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":314,"documentHeight":1000,"viewportHeight":382}}
[2026-08-08T15:12:53.486Z] {"timestamp":1786201971713,"kind":"scroll","url":"http://localhost:3001/","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":617,"documentHeight":1000,"viewportHeight":382}}
[2026-08-08T15:12:53.486Z] {"timestamp":1786201972213,"kind":"scroll","url":"http://localhost:3001/","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":350,"documentHeight":1000,"viewportHeight":382}}
[2026-08-08T15:12:55.481Z] {"timestamp":1786201975251,"kind":"scroll","url":"http://localhost:3001/","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":1,"documentHeight":1000,"viewportHeight":382}}
[2026-08-08T15:12:57.482Z] {"timestamp":1786201975773,"kind":"scroll","url":"http://localhost:3001/","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":302,"documentHeight":1000,"viewportHeight":382}}
[2026-08-08T15:12:57.482Z] {"timestamp":1786201976444,"kind":"scroll","url":"http://localhost:3001/","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":601,"documentHeight":1000,"viewportHeight":382}}
[2026-08-08T15:12:57.482Z] {"timestamp":1786201976956,"kind":"scroll","url":"http://localhost:3001/","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":616,"documentHeight":1000,"viewportHeight":382}}
[2026-08-08T15:12:57.482Z] {"timestamp":1786201977461,"kind":"scroll","url":"http://localhost:3001/","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":7,"documentHeight":1000,"viewportHeight":382}}
[2026-08-08T15:12:59.494Z] {"timestamp":1786201978046,"kind":"scroll","url":"http://localhost:3001/","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":1,"documentHeight":1000,"viewportHeight":382}}
[2026-08-08T15:13:00.112Z] {"timestamp":1786201980020,"kind":"focusin","url":"http://localhost:3001/","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"a","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\BottomNav.tsx:26","href":"/settings","text":"Paramètres","selectorHint":"[data-loc=\"client\\src\\components\\BottomNav.tsx:26\"]"}}}
[2026-08-08T15:13:00.112Z] {"timestamp":1786201980109,"kind":"click","url":"http://localhost:3001/","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"span","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\BottomNav.tsx:36","href":null,"text":"Paramètres","selectorHint":"[data-loc=\"client\\src\\components\\BottomNav.tsx:36\"]"},"x":605,"y":355}}
[2026-08-08T15:13:02.259Z] {"timestamp":1786201981313,"kind":"scroll","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":1,"documentHeight":1410,"viewportHeight":382}}
[2026-08-08T15:13:02.259Z] {"timestamp":1786201981823,"kind":"scroll","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":418,"documentHeight":1410,"viewportHeight":382}}
[2026-08-08T15:13:04.258Z] {"timestamp":1786201982329,"kind":"scroll","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":983,"documentHeight":1410,"viewportHeight":382}}
[2026-08-08T15:13:04.258Z] {"timestamp":1786201982907,"kind":"scroll","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":1027,"documentHeight":1410,"viewportHeight":382}}
[2026-08-08T15:13:04.258Z] {"timestamp":1786201983456,"kind":"scroll","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":629,"documentHeight":1410,"viewportHeight":382}}
[2026-08-08T15:13:04.258Z] {"timestamp":1786201984069,"kind":"focusin","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:154","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:154\"]"}}}
[2026-08-08T15:13:04.258Z] {"timestamp":1786201984108,"kind":"click","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:154","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:154\"]"},"x":423,"y":261}}
[2026-08-08T15:13:06.253Z] {"timestamp":1786201984965,"kind":"click","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:154","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:154\"]"},"x":425,"y":267}}
[2026-08-08T15:13:06.253Z] {"timestamp":1786201985324,"kind":"click","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:154","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:154\"]"},"x":425,"y":267}}
[2026-08-08T15:13:08.261Z] {"timestamp":1786201987276,"kind":"click","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:154","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:154\"]"},"x":351,"y":280}}
[2026-08-08T15:13:08.261Z] {"timestamp":1786201987460,"kind":"click","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:154","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:154\"]"},"x":351,"y":280}}
